ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE,INSTR NAME
24F,STATS  ,13      ,I  ,1,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B+ ,7,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B  ,22,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B- ,6,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,C+ ,3,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,C  ,6,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,D+ ,2,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,D  ,2,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,F  ,4,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,I  ,1,151,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,A  ,98,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,A- ,7,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,I  ,1,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,DR ,2,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B+ ,9,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B  ,19,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,B- ,2,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,C+ ,2,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,C  ,3,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,C- ,3,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,D+ ,3,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,D  ,3,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,F  ,3,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,I  ,1,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,13      ,DR ,2,154,Introduction to Statistical Methods for Life and Health Sciences,"KIM, DALE SIM"
24F,STATS  ,15      ,P  ,4,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,A+ ,2,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,A  ,34,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,A- ,8,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,B+ ,4,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,B  ,1,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,B- ,3,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,C  ,3,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,15      ,D  ,1,60,Introduction to Data Science,"GOULD, ROBERT L"
24F,STATS  ,20      ,A+ ,7,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,A  ,21,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,I  ,1,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,A- ,28,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,DR ,1,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B+ ,32,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B  ,27,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B- ,13,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,C+ ,9,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,C  ,2,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,C- ,2,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,D  ,2,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,F  ,2,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,I  ,1,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,DR ,1,146,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,A+ ,7,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,P  ,1,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,A  ,22,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,A- ,31,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B+ ,29,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,DR ,2,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B  ,21,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,B- ,8,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,C+ ,9,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,C  ,5,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,D+ ,2,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,20      ,DR ,2,137,Introduction to Statistical Programming with R,"MAIERHOFER, THOMAS JOHANNES"
24F,STATS  ,21      ,A+ ,19,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,P  ,2,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,A  ,24,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,A- ,8,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,B+ ,3,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,B  ,8,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,C+ ,1,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,C  ,1,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,21      ,F  ,1,67,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
24F,STATS  ,100A    ,A+ ,7,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A  ,28,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A- ,10,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B+ ,7,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B  ,8,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B- ,5,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,C+ ,1,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,C  ,5,71,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A+ ,15,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A  ,24,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A- ,4,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B+ ,9,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B  ,3,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,B- ,4,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,C+ ,4,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,C  ,1,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,C- ,1,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,D  ,2,67,Introduction to Probability,"HO, HAO"
24F,STATS  ,100A    ,A+ ,16,84,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,A  ,39,84,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,A- ,15,84,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,B+ ,10,84,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,B  ,4,84,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,A+ ,18,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,A  ,25,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,A- ,15,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,B+ ,11,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,B  ,4,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100A    ,C  ,2,75,Introduction to Probability,"WANG, BINGLING"
24F,STATS  ,100B    ,P  ,1,69,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
24F,STATS  ,100B    ,A  ,17,69,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
24F,STATS  ,100B    ,A- ,12,69,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
24F,STATS  ,100B    ,B+ ,28,69,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
24F,STATS  ,100B    ,B  ,11,69,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
24F,STATS  ,100C    ,A+ ,4,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,100C    ,A  ,54,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,100C    ,A- ,13,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,100C    ,B+ ,6,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,100C    ,B  ,2,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,100C    ,B- ,6,85,Linear Models,"TSIANG, MICHAEL"
24F,STATS  ,101C    ,A+ ,8,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,A  ,27,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,A- ,23,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,B+ ,10,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,B  ,3,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,D+ ,2,73,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,A+ ,20,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,A  ,32,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,A- ,10,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,B+ ,11,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,B  ,3,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,101C    ,F  ,1,77,Introduction to Statistical Models and Data Mining,"ALMOHALWAS, AKRAM M"
24F,STATS  ,102C    ,A  ,21,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,A- ,8,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B+ ,12,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B  ,12,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B- ,5,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C+ ,10,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C  ,8,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C- ,1,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,D  ,3,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,F  ,1,81,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,P  ,1,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,A  ,17,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,A- ,6,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B+ ,13,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B  ,19,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,B- ,7,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C+ ,8,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C  ,2,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,C- ,1,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,D- ,1,75,Introduction to Monte Carlo Methods,"WU, GUANI"
24F,STATS  ,102C    ,A+ ,19,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,A  ,26,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,A- ,16,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,B+ ,7,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,B  ,11,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,B- ,2,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,102C    ,C+ ,3,84,Introduction to Monte Carlo Methods,"CHEN, MILES SATORI"
24F,STATS  ,112     ,A+ ,2,40,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,112     ,A  ,33,40,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,112     ,A- ,4,40,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,112     ,B- ,1,40,Statistics: Window to Understanding Diversity,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,C161    ,A  ,13,13,Introduction to Pattern Recognition and Machine Learning,"CHENG, GUANG"
24F,STATS  ,M169    ,P  ,2,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,A+ ,1,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,A  ,10,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,I  ,1,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,B  ,5,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,F  ,1,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,M169    ,I  ,1,19,Causality X,"HAZLETT, CHAD J"
24F,STATS  ,C183    ,P  ,1,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,C183    ,A  ,11,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,C183    ,A- ,10,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,C183    ,B+ ,11,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,C183    ,B  ,5,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,C183    ,B- ,1,39,Statistical Models in Finance,"CHRISTOU, NICOLAS"
24F,STATS  ,200A    ,A+ ,2,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,A  ,6,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,A- ,5,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,B+ ,6,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,B  ,5,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,B- ,3,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,200A    ,C  ,1,28,Applied Probability,"MONTUFAR CUARTAS, GUIDO FRANCISCO"
24F,STATS  ,201A    ,A+ ,3,19,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
24F,STATS  ,201A    ,A  ,7,19,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
24F,STATS  ,201A    ,A- ,6,19,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
24F,STATS  ,201A    ,B+ ,3,19,"Research Design, Sampling, and Analysis","XU, HONGQUAN"
24F,STATS  ,202A    ,A+ ,6,36,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
24F,STATS  ,202A    ,A  ,20,36,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
24F,STATS  ,202A    ,A- ,9,36,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
24F,STATS  ,202A    ,B+ ,1,36,Statistics Programming,"PAIK SCHOENBERG, FREDERIC ROLAND"
24F,STATS  ,212     ,S  ,1,13,Graphical Models,"ZHOU, QING"
24F,STATS  ,212     ,A  ,8,13,Graphical Models,"ZHOU, QING"
24F,STATS  ,212     ,A- ,3,13,Graphical Models,"ZHOU, QING"
24F,STATS  ,212     ,F  ,1,13,Graphical Models,"ZHOU, QING"
24F,STATS  ,218     ,S  ,3,29,Statistical Analysis of Networks,"HANDCOCK, MARK S"
24F,STATS  ,218     ,A+ ,4,29,Statistical Analysis of Networks,"HANDCOCK, MARK S"
24F,STATS  ,218     ,A  ,22,29,Statistical Analysis of Networks,"HANDCOCK, MARK S"
24F,STATS  ,M231A   ,A+ ,5,43,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
24F,STATS  ,M231A   ,A  ,37,43,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
24F,STATS  ,M231A   ,A- ,1,43,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
24F,STATS  ,290     ,S  ,69,69,Current Literature in Statistics,"XU, HONGQUAN"
24F,STATS  ,400     ,A+ ,7,53,Introduction to Probability Modeling,"TSIANG, MICHAEL"
24F,STATS  ,400     ,A  ,45,53,Introduction to Probability Modeling,"TSIANG, MICHAEL"
24F,STATS  ,400     ,A- ,1,53,Introduction to Probability Modeling,"TSIANG, MICHAEL"
24F,STATS  ,402     ,A+ ,2,40,Applied Regression,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,402     ,A  ,32,40,Applied Regression,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,402     ,A- ,6,40,Applied Regression,"ESFANDIARI, MARYAM MAHTASH"
24F,STATS  ,412     ,A  ,6,10,Advanced Regression and Predictive Modeling,"WU, GUANI"
24F,STATS  ,412     ,A- ,2,10,Advanced Regression and Predictive Modeling,"WU, GUANI"
24F,STATS  ,412     ,B+ ,1,10,Advanced Regression and Predictive Modeling,"WU, GUANI"
24F,STATS  ,412     ,B  ,1,10,Advanced Regression and Predictive Modeling,"WU, GUANI"
24F,STATS  ,413     ,A  ,31,34,Machine Learning and Artificial Intelligence,"WU, YINGNIAN"
24F,STATS  ,413     ,A- ,2,34,Machine Learning and Artificial Intelligence,"WU, YINGNIAN"
24F,STATS  ,413     ,I  ,1,34,Machine Learning and Artificial Intelligence,"WU, YINGNIAN"
24F,STATS  ,413     ,F  ,1,34,Machine Learning and Artificial Intelligence,"WU, YINGNIAN"
24F,STATS  ,413     ,I  ,1,34,Machine Learning and Artificial Intelligence,"WU, YINGNIAN"
24F,STATS  ,419     ,A+ ,1,16,Experimental Design,"XU, HONGQUAN"
24F,STATS  ,419     ,A  ,7,16,Experimental Design,"XU, HONGQUAN"
24F,STATS  ,419     ,A- ,4,16,Experimental Design,"XU, HONGQUAN"
24F,STATS  ,419     ,B+ ,3,16,Experimental Design,"XU, HONGQUAN"
24F,STATS  ,419     ,F  ,1,16,Experimental Design,"XU, HONGQUAN"
24F,STATS  ,421     ,A+ ,13,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,421     ,A  ,27,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,421     ,I  ,1,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,421     ,A- ,3,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,421     ,F  ,1,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,421     ,I  ,1,44,Advanced Statistical Communication,"MC CLUSKEY, THOMAS JAMES"
24F,STATS  ,495A    ,S  ,19,19,Teaching College Statistics,"GOULD, ROBERT L"
24F,STATS  ,596     ,A+ ,8,10,Directed Individual Study or Research,"WU, YINGNIAN"
24F,STATS  ,596     ,A  ,2,10,Directed Individual Study or Research,"WU, YINGNIAN"
25W,STATS  ,10      ,A+ ,34,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A  ,35,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,I  ,2,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A- ,19,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B+ ,11,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B  ,15,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B- ,11,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,C+ ,11,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,C  ,6,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,C- ,2,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,D+ ,1,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,D  ,1,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,F  ,2,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,I  ,2,148,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,P  ,2,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A+ ,33,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A  ,40,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,NP ,2,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A- ,11,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B+ ,12,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B  ,14,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,B- ,7,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,C+ ,4,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,C- ,1,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,D+ ,1,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,D  ,5,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,F  ,4,136,Introduction to Statistical Reasoning,"WANG, BINGLING"
25W,STATS  ,10      ,A+ ,20,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,P  ,3,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,A  ,21,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,NP ,1,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,A- ,15,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,I  ,1,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,B+ ,17,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,B  ,23,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,B- ,9,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,C+ ,9,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,C  ,13,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,C- ,5,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,D+ ,2,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,D  ,1,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,D- ,1,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,F  ,5,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,I  ,1,145,Introduction to Statistical Reasoning,"ALMOHALWAS, AKRAM M"
25W,STATS  ,10      ,A+ ,55,155,Introduction to Statistical Reasoning,"ZHOU, QING"
25W,STATS  ,10      ,P  ,1,155,Introduction to Statistical Reasoning,"ZHOU, QING"
25W,STATS  ,10      ,A  ,23,155,Introduction to Statistical Reasoning,"ZHOU, QING"
25W,STATS  ,10      ,A- ,15,155,Introduction to Statistical Reasoning,"ZHOU, QING"
25W,STATS  ,10      ,B+ ,9,155,Introduction to Statistical Reasoning,"ZHOU, QING"
25W,STATS  ,10      ,B  ,24,155,Introduction to Statistical Reasoning,"ZHOU, QING"
