ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,LONG CRSE TITLE,INSTR NAME,GRD OFF,GRD COUNT,ENRL TOT
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,104,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,87,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,36,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,10,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,20,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,12,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,12,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,9,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D+,1,291
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,63,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,107,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,21,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,21,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,11,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,10,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,8,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,7,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,4,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,2,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D-,2,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,9,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,5,270
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A+,1,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A,30,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A-,32,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",B+,23,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",B,14,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C+,11,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C,12,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C-,7,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",D,2,136
21F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",F,4,136
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,10,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,112,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,33,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,20,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,10,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,10,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,2,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,2,202
21F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",F,3,202
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A+,14,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A,12,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A-,11,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B+,10,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B,8,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B-,5,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C+,2,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C,3,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C-,2,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",D,1,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",F,3,71
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A+,5,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A,30,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A-,16,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B+,19,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B,19,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B-,8,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C+,4,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C,1,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C-,1,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",F,1,104
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A+,6,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A,23,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A-,17,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B+,10,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B,5,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B-,3,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C+,3,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",D+,1,70
21F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",F,2,70
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A,13,62
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A-,16,62
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B+,23,62
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B,7,62
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B-,2,62
21F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",F,1,62
21F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,10,51
21F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,19,51
21F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,11,51
21F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B,10,51
21F,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B-,1,51
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A,16,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A-,33,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B+,14,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B,13,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",C+,2,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",D+,1,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",A+,8,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",B-,3,91
21F,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"ALMOHALWAS, AKRAM M",F,1,91
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",A+,2,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",A,15,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",A-,9,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",B+,6,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",B,3,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",B-,4,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",C+,3,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",C,1,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"ZHOU, QING",C-,1,44
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",A+,1,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",A,18,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",A-,18,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",B+,11,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",B,6,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",C+,5,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",C,6,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",D,2,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",D-,1,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, GUANI",F,1,69
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A+,4,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A,40,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",A-,7,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B+,6,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B,3,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",B-,2,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",C+,3,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",C,1,67
21F,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"CHEN, MILES SATORI",D,1,67
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,89,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,70,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,30,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,23,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,31,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,11,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,19,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,8,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D,1,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",F,2,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D+,2,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D-,2,288
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,79,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,95,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,33,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,24,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,17,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,6,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,12,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,9,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,4,281
22W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,2,281
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,8,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,82,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,8,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,18,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,6,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,5,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,3,132
22W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,2,132
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A+,26,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A,11,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",A-,5,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B+,8,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B,5,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",B-,3,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C+,1,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C,4,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",C-,3,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"PAIK SCHOENBERG, FREDERIC ROLAND",D,1,67
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A+,2,61
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A,26,61
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A-,16,61
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B+,7,61
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B,8,61
22W,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",D,2,61
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A+,2,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A,21,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A-,12,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B+,19,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B,12,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B-,9,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",C+,6,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",C,1,82
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",A+,1,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",A,6,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",A-,3,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",B+,6,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",B,12,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",B-,6,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",C+,7,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",C,2,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, JINGYI",C-,2,45
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A,9,34
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A-,8,34
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B+,5,34
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B,8,34
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B-,3,34
22W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",C+,1,34
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",A+,11,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",A,8,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",A-,10,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",B+,10,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",B,6,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",C+,5,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",C,1,52
22W,STATS,100C,LINEAR MODELS,"AMINI, ARASH ALI",C-,1,52
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A+,28,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A,13,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A-,17,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B+,15,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B,16,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B-,8,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",C+,5,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",C,4,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",D+,5,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",D,1,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",F,4,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",C-,1,118
22W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",D-,1,118
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A+,7,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A,70,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A-,13,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B+,22,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B,10,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B-,8,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",C+,5,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",C,5,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",D,2,142
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A,26,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A-,29,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B+,15,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B,9,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B-,13,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C+,18,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C,8,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C-,7,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",D,3,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",F,8,137
22W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A+,1,137
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,90,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,62,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,32,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,18,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,27,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,11,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,8,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,10,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C-,2,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D+,4,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",F,1,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D,1,266
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,67,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,102,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,34,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,30,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,19,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,9,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,10,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,3,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,2,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,4,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,1,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,8,289
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",A+,188,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",A,49,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",A-,12,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",B+,3,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",B,4,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",B-,7,276
