ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE
Fall 2023,STATS,135,A+,1,113,Concepts of Statistics
Fall 2023,STATS,135,A,25,113,Concepts of Statistics
Fall 2023,STATS,135,A-,9,113,Concepts of Statistics
Fall 2023,STATS,135,B+,11,113,Concepts of Statistics
Fall 2023,STATS,135,B,13,113,Concepts of Statistics
Fall 2023,STATS,135,B-,9,113,Concepts of Statistics
Fall 2023,STATS,135,C+,12,113,Concepts of Statistics
Fall 2023,STATS,135,C,10,113,Concepts of Statistics
Fall 2023,STATS,135,C-,9,113,Concepts of Statistics
Fall 2023,STATS,135,F,14,113,Concepts of Statistics
Spring 2024,STATS,135,A+,3,101,Concepts of Statistics
Spring 2024,STATS,135,A,25,101,Concepts of Statistics
Spring 2024,STATS,135,A-,6,101,Concepts of Statistics
Spring 2024,STATS,135,B+,4,101,Concepts of Statistics
Spring 2024,STATS,135,B,20,101,Concepts of Statistics
Spring 2024,STATS,135,B-,6,101,Concepts of Statistics
Spring 2024,STATS,135,C+,5,101,Concepts of Statistics
Spring 2024,STATS,135,C,22,101,Concepts of Statistics
Spring 2024,STATS,135,C-,4,101,Concepts of Statistics
Spring 2024,STATS,135,F,6,101,Concepts of Statistics
Fall 2024,STATS,135,A+,5,132,Concepts of Statistics
Fall 2024,STATS,135,A,33,132,Concepts of Statistics
Fall 2024,STATS,135,A-,4,132,Concepts of Statistics
Fall 2024,STATS,135,B+,3,132,Concepts of Statistics
Fall 2024,STATS,135,B,33,132,Concepts of Statistics
Fall 2024,STATS,135,B-,5,132,Concepts of Statistics
Fall 2024,STATS,135,C+,4,132,Concepts of Statistics
Fall 2024,STATS,135,C,33,132,Concepts of Statistics
Fall 2024,STATS,135,C-,3,132,Concepts of Statistics
Fall 2024,STATS,135,D,6,132,Concepts of Statistics
Fall 2024,STATS,135,F,3,132,Concepts of Statistics
Spring 2025,STATS,135,A+,14,142,Concepts of Statistics
Spring 2025,STATS,135,A,20,142,Concepts of Statistics
Spring 2025,STATS,135,A-,15,142,Concepts of Statistics
Spring 2025,STATS,135,B+,7,142,Concepts of Statistics
Spring 2025,STATS,135,B,17,142,Concepts of Statistics
Spring 2025,STATS,135,B-,30,142,Concepts of Statistics
Spring 2025,STATS,135,C+,8,142,Concepts of Statistics
Spring 2025,STATS,135,C,8,142,Concepts of Statistics
Spring 2025,STATS,135,C-,6,142,Concepts of Statistics
Spring 2025,STATS,135,D,12,142,Concepts of Statistics
Spring 2025,STATS,135,F,5,142,Concepts of Statistics
Fall 2020,STATS,150,A+,24,42,Stochastic Processes
Fall 2020,STATS,150,A,9,42,Stochastic Processes
Fall 2020,STATS,150,A-,2,42,Stochastic Processes
Fall 2020,STATS,150,B+,2,42,Stochastic Processes
Fall 2020,STATS,150,B,2,42,Stochastic Processes
Fall 2020,STATS,150,B-,1,42,Stochastic Processes
Fall 2020,STATS,150,C+,1,42,Stochastic Processes
Fall 2020,STATS,150,C-,1,42,Stochastic Processes
Spring 2021,STATS,150,A+,51,71,Stochastic Processes
Spring 2021,STATS,150,A,6,71,Stochastic Processes
Spring 2021,STATS,150,A-,5,71,Stochastic Processes
Spring 2021,STATS,150,B+,4,71,Stochastic Processes
Spring 2021,STATS,150,B,1,71,Stochastic Processes
Spring 2021,STATS,150,B-,1,71,Stochastic Processes
Spring 2021,STATS,150,C+,1,71,Stochastic Processes
Spring 2021,STATS,150,C,1,71,Stochastic Processes
Spring 2021,STATS,150,F,1,71,Stochastic Processes
Fall 2021,STATS,150,A+,3,40,Stochastic Processes
Fall 2021,STATS,150,A,6,40,Stochastic Processes
Fall 2021,STATS,150,A-,8,40,Stochastic Processes
Fall 2021,STATS,150,B+,2,40,Stochastic Processes
Fall 2021,STATS,150,B,5,40,Stochastic Processes
Fall 2021,STATS,150,B-,2,40,Stochastic Processes
Fall 2021,STATS,150,C+,2,40,Stochastic Processes
Fall 2021,STATS,150,C,3,40,Stochastic Processes
Fall 2021,STATS,150,C-,3,40,Stochastic Processes
Fall 2021,STATS,150,D,1,40,Stochastic Processes
Fall 2021,STATS,150,D-,1,40,Stochastic Processes
Fall 2021,STATS,150,F,4,40,Stochastic Processes
Spring 2022,STATS,150,A+,2,45,Stochastic Processes
Spring 2022,STATS,150,A,11,45,Stochastic Processes
Spring 2022,STATS,150,A-,9,45,Stochastic Processes
Spring 2022,STATS,150,B+,3,45,Stochastic Processes
Spring 2022,STATS,150,B,4,45,Stochastic Processes
Spring 2022,STATS,150,B-,6,45,Stochastic Processes
Spring 2022,STATS,150,C,4,45,Stochastic Processes
Spring 2022,STATS,150,C-,2,45,Stochastic Processes
Spring 2022,STATS,150,D-,1,45,Stochastic Processes
Spring 2022,STATS,150,F,3,45,Stochastic Processes
Fall 2022,STATS,150,A+,2,28,Stochastic Processes
Fall 2022,STATS,150,A,9,28,Stochastic Processes
Fall 2022,STATS,150,A-,5,28,Stochastic Processes
Fall 2022,STATS,150,B+,2,28,Stochastic Processes
Fall 2022,STATS,150,B,2,28,Stochastic Processes
Fall 2022,STATS,150,B-,4,28,Stochastic Processes
Fall 2022,STATS,150,C,1,28,Stochastic Processes
Fall 2022,STATS,150,D-,1,28,Stochastic Processes
Fall 2022,STATS,150,F,2,28,Stochastic Processes
Spring 2023,STATS,150,A+,2,48,Stochastic Processes
Spring 2023,STATS,150,A,8,48,Stochastic Processes
Spring 2023,STATS,150,A-,10,48,Stochastic Processes
Spring 2023,STATS,150,B+,7,48,Stochastic Processes
Spring 2023,STATS,150,B,5,48,Stochastic Processes
Spring 2023,STATS,150,C+,2,48,Stochastic Processes
Spring 2023,STATS,150,C,2,48,Stochastic Processes
Spring 2023,STATS,150,C-,2,48,Stochastic Processes
Spring 2023,STATS,150,D+,3,48,Stochastic Processes
Spring 2023,STATS,150,D,2,48,Stochastic Processes
Spring 2023,STATS,150,D-,1,48,Stochastic Processes
Spring 2023,STATS,150,F,4,48,Stochastic Processes
Fall 2023,STATS,150,A,7,34,Stochastic Processes
Fall 2023,STATS,150,A-,5,34,Stochastic Processes
Fall 2023,STATS,150,B+,4,34,Stochastic Processes
Fall 2023,STATS,150,B,3,34,Stochastic Processes
Fall 2023,STATS,150,B-,1,34,Stochastic Processes
Fall 2023,STATS,150,C+,4,34,Stochastic Processes
Fall 2023,STATS,150,C-,4,34,Stochastic Processes
Fall 2023,STATS,150,D,2,34,Stochastic Processes
Fall 2023,STATS,150,F,4,34,Stochastic Processes
Spring 2024,STATS,150,A,12,49,Stochastic Processes
Spring 2024,STATS,150,A-,5,49,Stochastic Processes
Spring 2024,STATS,150,B+,12,49,Stochastic Processes
Spring 2024,STATS,150,B-,4,49,Stochastic Processes
Spring 2024,STATS,150,C+,4,49,Stochastic Processes
Spring 2024,STATS,150,C,2,49,Stochastic Processes
Spring 2024,STATS,150,C-,1,49,Stochastic Processes
Spring 2024,STATS,150,F,9,49,Stochastic Processes
Fall 2024,STATS,150,A+,1,43,Stochastic Processes
Fall 2024,STATS,150,A,8,43,Stochastic Processes
Fall 2024,STATS,150,A-,3,43,Stochastic Processes
Fall 2024,STATS,150,B+,6,43,Stochastic Processes
Fall 2024,STATS,150,B,6,43,Stochastic Processes
Fall 2024,STATS,150,B-,5,43,Stochastic Processes
Fall 2024,STATS,150,C+,2,43,Stochastic Processes
Fall 2024,STATS,150,C,2,43,Stochastic Processes
Fall 2024,STATS,150,C-,5,43,Stochastic Processes
Fall 2024,STATS,150,F,5,43,Stochastic Processes
Spring 2025,STATS,150,A+,4,50,Stochastic Processes
Spring 2025,STATS,150,A,4,50,Stochastic Processes
Spring 2025,STATS,150,A-,6,50,Stochastic Processes
Spring 2025,STATS,150,B+,3,50,Stochastic Processes
Spring 2025,STATS,150,B,6,50,Stochastic Processes
Spring 2025,STATS,150,B-,5,50,Stochastic Processes
Spring 2025,STATS,150,C+,4,50,Stochastic Processes
Spring 2025,STATS,150,C,7,50,Stochastic Processes
Spring 2025,STATS,150,C-,6,50,Stochastic Processes
Spring 2025,STATS,150,D,1,50,Stochastic Processes
Spring 2025,STATS,150,F,4,50,Stochastic Processes
Fall 2020,STATS,151A,A+,2,47,Linear Modelling
Fall 2020,STATS,151A,A,19,47,Linear Modelling
Fall 2020,STATS,151A,A-,7,47,Linear Modelling
Fall 2020,STATS,151A,B+,7,47,Linear Modelling
Fall 2020,STATS,151A,B+,9,47,Linear Modelling
Fall 2020,STATS,151A,B-,1,47,Linear Modelling
Fall 2020,STATS,151A,C+,1,47,Linear Modelling
Fall 2020,STATS,151A,D,1,47,Linear Modelling
Spring 2021,STATS,151A,A,20,42,Linear Modelling
Spring 2021,STATS,151A,A-,6,42,Linear Modelling
Spring 2021,STATS,151A,B+,4,42,Linear Modelling
Spring 2021,STATS,151A,B,7,42,Linear Modelling
Spring 2021,STATS,151A,B-,2,42,Linear Modelling
Spring 2021,STATS,151A,C+,1,42,Linear Modelling
Spring 2021,STATS,151A,C-,2,42,Linear Modelling
Fall 2021,STATS,151A,A,18,71,Linear Modelling
Fall 2021,STATS,151A,A-,5,71,Linear Modelling
Fall 2021,STATS,151A,B+,7,71,Linear Modelling
Fall 2021,STATS,151A,B,32,71,Linear Modelling
Fall 2021,STATS,151A,B-,1,71,Linear Modelling
Fall 2021,STATS,151A,C+,1,71,Linear Modelling
Fall 2021,STATS,151A,C,4,71,Linear Modelling
Fall 2021,STATS,151A,D,3,71,Linear Modelling
Fall 2022,STATS,151A,A+,2,31,Linear Modelling
Fall 2022,STATS,151A,A,9,31,Linear Modelling
Fall 2022,STATS,151A,A-,6,31,Linear Modelling
Fall 2022,STATS,151A,B+,4,31,Linear Modelling
Fall 2022,STATS,151A,B,5,31,Linear Modelling
Fall 2022,STATS,151A,B-,5,31,Linear Modelling
Spring 2023,STATS,151A,A+,3,58,Linear Modelling
Spring 2023,STATS,151A,A,10,58,Linear Modelling
Spring 2023,STATS,151A,A-,12,58,Linear Modelling
Spring 2023,STATS,151A,B+,9,58,Linear Modelling
Spring 2023,STATS,151A,B,15,58,Linear Modelling
Spring 2023,STATS,151A,B-,5,58,Linear Modelling
Spring 2023,STATS,151A,C+,2,58,Linear Modelling
Spring 2023,STATS,151A,C,2,58,Linear Modelling
Fall 2023,STATS,151A,A+,3,32,Linear Modelling
Fall 2023,STATS,151A,A,4,32,Linear Modelling
Fall 2023,STATS,151A,A-,4,32,Linear Modelling
Fall 2023,STATS,151A,B+,4,32,Linear Modelling
Fall 2023,STATS,151A,B,6,32,Linear Modelling
Fall 2023,STATS,151A,C+,3,32,Linear Modelling
Fall 2023,STATS,151A,C,2,32,Linear Modelling
Fall 2023,STATS,151A,C-,4,32,Linear Modelling
Fall 2023,STATS,151A,D,2,32,Linear Modelling
Spring 2024,STATS,151A,A+,2,33,Linear Modelling
Spring 2024,STATS,151A,A,6,33,Linear Modelling
Spring 2024,STATS,151A,A-,6,33,Linear Modelling
Spring 2024,STATS,151A,B+,1,33,Linear Modelling
Spring 2024,STATS,151A,B,8,33,Linear Modelling
Spring 2024,STATS,151A,B-,2,33,Linear Modelling
Spring 2024,STATS,151A,C+,1,33,Linear Modelling
Spring 2024,STATS,151A,C,3,33,Linear Modelling
Spring 2024,STATS,151A,D,1,33,Linear Modelling
Spring 2024,STATS,151A,D-,3,33,Linear Modelling
Fall 2024,STATS,151A,A+,1,47,Linear Modelling
Fall 2024,STATS,151A,A,23,47,Linear Modelling
Fall 2024,STATS,151A,A-,4,47,Linear Modelling
Fall 2024,STATS,151A,B,8,47,Linear Modelling
Fall 2024,STATS,151A,B-,2,47,Linear Modelling
Fall 2024,STATS,151A,C,7,47,Linear Modelling
Fall 2024,STATS,151A,F,2,47,Linear Modelling
Spring 2025,STATS,151A,A+,2,50,Linear Modelling
Spring 2025,STATS,151A,A,13,50,Linear Modelling
Spring 2025,STATS,151A,A-,11,50,Linear Modelling
Spring 2025,STATS,151A,B+,6,50,Linear Modelling
Spring 2025,STATS,151A,B,8,50,Linear Modelling
Spring 2025,STATS,151A,B-,4,50,Linear Modelling
Spring 2025,STATS,151A,C+,1,50,Linear Modelling
Spring 2025,STATS,151A,C,4,50,Linear Modelling
Spring 2025,STATS,151A,C-,1,50,Linear Modelling
Fall 2020,STATS,154,A+,1,31,Modern Statistical Prediction and Machine Learning
Fall 2020,STATS,154,A,13,31,Modern Statistical Prediction and Machine Learning
Fall 2020,STATS,154,A-,6,31,Modern Statistical Prediction and Machine Learning
Fall 2020,STATS,154,B+,3,31,Modern Statistical Prediction and Machine Learning
Fall 2020,STATS,154,B,4,31,Modern Statistical Prediction and Machine Learning
Fall 2020,STATS,154,C,4,31,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,A+,3,23,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,A,5,23,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,A-,7,23,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,B+,3,23,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,B,3,23,Modern Statistical Prediction and Machine Learning
Spring 2021,STATS,154,B-,2,23,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,A+,3,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,A,5,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,A-,6,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,B+,1,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,B,2,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,B-,4,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,C+,1,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,C,1,24,Modern Statistical Prediction and Machine Learning
Fall 2021,STATS,154,C-,1,24,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,A,10,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,A-,6,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,B+,3,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,B,10,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,C+,3,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,C,10,43,Modern Statistical Prediction and Machine Learning
Spring 2022,STATS,154,C-,1,43,Modern Statistical Prediction and Machine Learning
Fall 2022,STATS,154,A+,3,21,Modern Statistical Prediction and Machine Learning
Fall 2022,STATS,154,A,11,21,Modern Statistical Prediction and Machine Learning
Fall 2022,STATS,154,B+,2,21,Modern Statistical Prediction and Machine Learning
Fall 2022,STATS,154,B,1,21,Modern Statistical Prediction and Machine Learning
Fall 2022,STATS,154,B-,4,21,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,A+,2,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,A,6,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,A-,6,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,B+,2,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,B,2,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,C+,3,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,C-,2,25,Modern Statistical Prediction and Machine Learning
Spring 2023,STATS,154,D,2,25,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,A+,1,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,A,8,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,A-,2,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,B+,3,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,B,4,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,C+,2,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,C,4,29,Modern Statistical Prediction and Machine Learning
Fall 2024,STATS,154,C-,5,29,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,A,5,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,A-,6,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,B+,8,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,B,7,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,C+,2,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,C,2,33,Modern Statistical Prediction and Machine Learning
Spring 2025,STATS,154,C-,3,33,Modern Statistical Prediction and Machine Learning
